Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2020,4,Abril,RP Girona,ABP Garrotxa,Girona,Garrotxa,Olot,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),Orientació política,Víctimes,Home,32,1
2020,4,Abril,RP Girona,ABP Garrotxa,Girona,Garrotxa,Olot,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),Orientació política,Persones autores,Home,59,1
2020,4,Abril,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Dona,35,1
2020,4,Abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Cambrils,Habitatge - Primera residència - Pis/apartament,Delictes,Assetjament sexual,Sexisme,Víctimes,Dona,22,1
2020,4,Abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Cambrils,Habitatge - Primera residència - Pis/apartament,Delictes,Assetjament sexual,Sexisme,Persones autores,Home,80,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),LGTBI-fòbia,Víctimes,Dona,38,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Dona,34,1
2020,4,Abril,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Amenaces,"Ètnic, origen nacional i/o racial",Víctimes,Dona,40,1
2020,4,Abril,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Amenaces,"Ètnic, origen nacional i/o racial",Persones autores,Home,45,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,76,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,69,1
2020,4,Abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Resta de municipis ABP Baix Camp - Priorat,Altres centres socials,Delictes,Injúria (lleu),Orientació política,Víctimes,Home,60,1
2020,4,Abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Resta de municipis ABP Baix Camp - Priorat,Altres centres socials,Delictes,Injúria (lleu),Orientació política,Persones autores,Home,44,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Balcó/Terrassa/Terrat,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,30,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Balcó/Terrassa/Terrat,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,31,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Balcó/Terrassa/Terrat,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Dona,44,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Sexisme,Víctimes,Dona,25,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Sexisme,Víctimes,Dona,32,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Sexisme,Persones autores,Home,47,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,43,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,48,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,39,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,30,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,29,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,35,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,39,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,35,1
2020,4,Abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,36,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Masia/casa de camp,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,55,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Masia/casa de camp,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Home,67,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Masia/casa de camp,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,55,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Masia/casa de camp,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,67,1
2020,6,Juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Dona,42,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,42,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,65,1
2020,4,Abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,41,1
2020,5,Maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,"Hospitalet de Llobregat, l'",Habitatge - Primera residència - Pis/apartament,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,43,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,67,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,27,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,53,1
2020,5,Maig,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,25,1
2020,5,Maig,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,18,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,32,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,32,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,52,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,58,1
2020,5,Maig,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Via pública urbana,Delictes,Amenaces,Religiós,Persones autores,Home,29,1
2020,5,Maig,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta de municipis ABP Arenys de Mar,Establiment - Botiga de roba/Sabateria,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,38,1
2020,5,Maig,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta de municipis ABP Arenys de Mar,Establiment - Botiga de roba/Sabateria,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Home,38,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,47,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,45,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Amenaces (lleu),LGTBI-fòbia,Víctimes,Home,34,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Amenaces (lleu),LGTBI-fòbia,Víctimes,Home,31,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Home,36,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Danys (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,21,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,29,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,60,1
2020,5,Maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Calafell,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,29,1
2020,5,Maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Calafell,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,18,1
2020,5,Maig,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Home,48,1
2020,5,Maig,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,41,1
2020,5,Maig,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,48,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Transport públic - Renfe - Adif - Estació,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Home,19,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,35,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,27,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,22,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Dependències - Policia de la Generalitat - Mossos d'Esquadra,Delictes,Falta de maltractament d'obra sense lesió,LGTBI-fòbia,Víctimes,Dona,36,1
2020,5,Maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Altres empreses de serveis,Delictes,Danys (lleu),Orientació política,Víctimes,Dona,52,1
2020,5,Maig,RP Girona,ABP Selva Interior,Girona,Selva,Resta de municipis ABP Selva Interior,Habitatge - Primera residència - Pis/apartament,Delictes,Injúria,Orientació política,Víctimes,Home,73,1
2020,5,Maig,RP Girona,ABP Selva Interior,Girona,Selva,Resta de municipis ABP Selva Interior,Habitatge - Primera residència - Pis/apartament,Delictes,Injúria,Orientació política,Víctimes,Dona,69,1
2020,5,Maig,RP Girona,ABP Selva Interior,Girona,Selva,Resta de municipis ABP Selva Interior,Habitatge - Primera residència - Pis/apartament,Delictes,Injúria,Orientació política,Persones autores,Dona,50,1
2020,5,Maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Partit polític,Faltes Administratives,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctimes,Dona,43,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,36,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,32,1
2020,5,Maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,32,1
2020,5,Maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Transport públic - Renfe - Adif -Comboi,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,46,1
2020,5,Maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Transport públic - Renfe - Adif -Comboi,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,34,1
2020,5,Maig,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Pla de l'Estany,Banyoles,Habitatge - Primera residència - Pis/apartament,Delictes,Injúria (lleu),LGTBI-fòbia,Víctimes,Home,20,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,22,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,22,1
2020,5,Maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,41,1
2020,5,Maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Delictes,Lesions,LGTBI-fòbia,Víctimes,Dona,32,1
2020,5,Maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,16,1
2020,5,Maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,16,1
2020,5,Maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,19,1
2020,5,Maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,16,1
2020,5,Maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,16,1
2020,5,Maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Habitatge - Primera residència - Pis/apartament,Delictes,Tracte degradant / vexatori,"Ètnic, origen nacional i/o racial",Víctimes,Dona,30,1
2020,5,Maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Habitatge - Primera residència - Pis/apartament,Delictes,Tracte degradant / vexatori,"Ètnic, origen nacional i/o racial",Persones autores,Home,63,1
2020,5,Maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Sant Feliu de Llobregat,Via pública urbana,Delictes,Lesions,"Ètnic, origen nacional i/o racial",Víctimes,Home,22,1
2020,5,Maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Sant Feliu de Llobregat,Via pública urbana,Delictes,Lesions,"Ètnic, origen nacional i/o racial",Víctimes,Home,22,1
2020,5,Maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Sant Feliu de Llobregat,Via pública urbana,Delictes,Lesions,"Ètnic, origen nacional i/o racial",Víctimes,Home,23,1
2020,5,Maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Sant Feliu de Llobregat,Via pública urbana,Delictes,Lesions,"Ètnic, origen nacional i/o racial",Persones autores,Home,35,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,45,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,48,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,21,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,14,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,16,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,43,1
2020,5,Maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Platja,Delictes,Amenaces,LGTBI-fòbia,Víctimes,Home,34,1
2020,5,Maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Platja,Delictes,Amenaces,LGTBI-fòbia,Víctimes,Home,27,1
2020,5,Maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Platja,Delictes,Amenaces,LGTBI-fòbia,Persones autores,Home,45,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Habitatge - Escala/portal finca/replà,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Home,42,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Habitatge - Escala/portal finca/replà,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,46,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Habitatge - Escala/portal finca/replà,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,43,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Habitatge - Escala/portal finca/replà,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,42,1
2020,5,Maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Habitatge - Escala/portal finca/replà,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,26,1
2020,6,Juny,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Cambrils,Via pública urbana,Delictes,Amenaces (lleu),Orientació política,Víctimes,Home,36,1
2020,6,Juny,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Martorell,Parcs/Jardins,Delictes,Amenaces,LGTBI-fòbia,Víctimes,Home,30,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,Víctimes,Home,38,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,Víctimes,Home,38,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,Persones autores,Home,25,1
2020,6,Juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Centre religiós catòlic,Delictes,Danys,Religiós,Víctimes,Home,59,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Aporofòbia,Víctimes,Home,44,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta de municipis ABP Garraf,Habitatge - Primera residència - Casa aïllada,Delictes,Assetjament,LGTBI-fòbia,Víctimes,Home,37,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta de municipis ABP Garraf,Habitatge - Primera residència - Casa aïllada,Delictes,Assetjament,LGTBI-fòbia,Víctimes,Home,37,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta de municipis ABP Garraf,Habitatge - Primera residència - Casa aïllada,Delictes,Assetjament,LGTBI-fòbia,Persones autores,Home,43,1
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Establiments - Restauració - Bar musical - Centre comercial,Delictes,Tracte degradant / vexatori,LGTBI-fòbia,Víctimes,Dona,25,1
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Establiments - Restauració - Bar musical - Centre comercial,Delictes,Tracte degradant / vexatori,LGTBI-fòbia,Persones autores,Dona,31,1
2020,6,Juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,45,1
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Establiments - Restauració - Bar musical - Centre comercial,Delictes,Tracte degradant / vexatori,LGTBI-fòbia,Persones autores,Dona,21,1
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Establiments - Restauració - Bar musical - Centre comercial,Delictes,Tracte degradant / vexatori,LGTBI-fòbia,Persones autores,Dona,21,1
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Establiments - Restauració - Bar musical - Centre comercial,Delictes,Tracte degradant / vexatori,LGTBI-fòbia,Persones autores,Dona,24,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,19,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Robatori amb violència i/o intimidació,LGTBI-fòbia,Víctimes,Home,36,1
